,Hospital,Address,Coordinates
1349,湖口鄉中興村,"303, Taiwan, 新竹縣湖口鄉中興村","(24.8634639, 121.0421102)"
1350,湖口鄉信義村,"303, Taiwan, 新竹縣湖口鄉信義村","(24.8914102, 121.0363768)"
1351,湖口鄉中正村,"303, Taiwan, 新竹縣湖口鄉中正村","(24.8941008, 121.0478433)"
1352,湖口鄉東興村,"303, Taiwan, 新竹縣湖口鄉東興村","(24.919408, 121.0535762)"
1353,湖口鄉勝利村,"303, Taiwan, 新竹縣湖口鄉勝利村","(24.8637462, 121.0234757)"
1354,新豐鄉福興村,"304, Taiwan, 新竹縣新豐鄉福興村","(24.9393404, 121.0363768)"
1355,新豐鄉後湖村,"304, Taiwan, 新竹縣新豐鄉後湖村","(24.9339628, 121.0134406)"
1356,芎林鄉下山村,"307, Taiwan, 新竹縣芎林鄉下山村","(24.8049432, 121.065041)"
1357,橫山鄉橫山村,"312, Taiwan, 新竹縣橫山鄉橫山村","(24.711924, 121.1223488)"
1358,橫山鄉田寮村,"312, Taiwan, 新竹縣橫山鄉田寮村","(24.6932514, 121.1108895)"
1359,橫山鄉南昌村,"312, Taiwan, 新竹縣橫山鄉南昌村","(24.6753456, 121.1309426)"
1360,橫山鄉豐鄉村,"312, Taiwan, 新竹縣橫山鄉豐鄉村","(24.6866865, 121.1395358)"
1361,橫山鄉豐田村,"312, Taiwan, 新竹縣橫山鄉豐田村","(24.6987152, 121.1567203)"
1362,橫山鄉內灣村,"312, Taiwan, 新竹縣橫山鄉內灣村","(24.7081061, 121.1853557)"
1363,橫山鄉福興村,"312, Taiwan, 新竹縣橫山鄉福興村","(24.7347154, 121.1853557)"
1364,橫山鄉沙坑村,"312, Taiwan, 新竹縣橫山鄉沙坑村","(24.7453052, 121.162448)"
1365,橫山鄉新興村,"312, Taiwan, 新竹縣橫山鄉新興村","(24.7173147, 121.1452643)"
1366,橫山鄉大肚村,"312, Taiwan, 新竹縣橫山鄉大肚村","(24.7252679, 121.1338071)"
1367,橫山鄉力行村,"312, Taiwan, 新竹縣橫山鄉力行村","(24.7173763, 121.1681753)"
1368,北埔鄉北埔村,"314, Taiwan, 新竹縣北埔鄉北埔村","(24.7008872, 121.057159)"
1369,北埔鄉南興村,"314, Taiwan, 新竹縣北埔鄉南興村","(24.6982236, 121.057159)"
1370,北埔鄉埔尾村,"314, Taiwan, 新竹縣北埔鄉埔尾村","(24.7066739, 121.0464101)"
1371,北埔鄉水磜村,"314, Taiwan, 新竹縣北埔鄉水磜村","(24.7123914, 121.0621749)"
1372,北埔鄉南埔村,"314, Taiwan, 新竹縣北埔鄉南埔村","(24.6823502, 121.0421102)"
1373,北埔鄉大林村,"314, Taiwan, 新竹縣北埔鄉大林村","(24.6890758, 121.0593087)"
1374,北埔鄉大湖村,"314, Taiwan, 新竹縣北埔鄉大湖村","(24.6884628, 121.0736389)"
1375,北埔鄉南坑村,"314, Taiwan, 新竹縣北埔鄉南坑村","(24.6510841, 121.0507098)"
1376,寶山鄉雙溪村,"308, Taiwan, 新竹縣寶山鄉雙溪村","(24.7566785, 120.9732917)"
1377,寶山鄉大崎村,"308, Taiwan, 新竹縣寶山鄉大崎村","(24.7594758, 121.0077058)"
1378,寶山鄉三峰村,"308, Taiwan, 新竹縣寶山鄉三峰村","(24.7387719, 120.9933678)"
1379,寶山鄉新城村,"308, Taiwan, 新竹縣寶山鄉新城村","(24.7333485, 120.9704234)"
1380,寶山鄉山湖村,"308, Taiwan, 新竹縣寶山鄉山湖村","(24.7363217, 121.0507098)"
1381,寶山鄉寶山村,"308, Taiwan, 新竹縣寶山鄉寶山村","(24.7415673, 121.0277763)"
1382,寶山鄉油田村,"308, Taiwan, 新竹縣寶山鄉油田村","(24.7228758, 121.0163079)"
1383,寶山鄉雙新村,"308, Taiwan, 新竹縣寶山鄉雙新村","(24.7580786, 120.9905)"
1384,峨眉鄉峨眉村,"315, Taiwan, 新竹縣峨眉鄉峨眉村","(24.6819538, 121.0263428)"
1385,峨眉鄉中盛村,"315, Taiwan, 新竹縣峨眉鄉中盛村","(24.6956247, 121.0306432)"
1386,峨眉鄉石井村,"315, Taiwan, 新竹縣峨眉鄉石井村","(24.7008606, 121.0077058)"
1387,尖石鄉義興村,"313, Taiwan, 新竹縣尖石鄉義興村","(24.6861292, 121.1767658)"
1388,尖石鄉嘉樂村,"313, Taiwan, 新竹縣尖石鄉嘉樂村","(24.7181692, 121.2225713)"
1389,尖石鄉新樂村,"313, Taiwan, 新竹縣尖石鄉新樂村","(24.7222548, 121.2740813)"
1390,尖石鄉梅花村,"313, Taiwan, 新竹縣尖石鄉梅花村","(24.6463078, 121.2111216)"
1391,尖石鄉錦屏村,"313, Taiwan, 新竹縣尖石鄉錦屏村","(24.684979, 121.2511908)"
1392,五峰鄉花園村,"311, Taiwan, 新竹縣五峰鄉花園村","(24.6487988, 121.1538564)"
1393,五峰鄉竹林村,"311, Taiwan, 新竹縣五峰鄉竹林村","(24.5995719, 121.1595842)"
1394,馬公市復興里,"880, Taiwan, 澎湖縣馬公市復興里","(23.5636814, 119.5622414)"
1395,馬公市長安里,"Magong City, Penghu County, Taiwan 880","(23.5661218, 119.5861581)"
1396,馬公市中央里,"880, Taiwan, 澎湖縣馬公市中央里","(23.5641652, 119.5647782)"
1397,馬公市啟明里,"880, Taiwan, 澎湖縣馬公市啟明里","(23.5641255, 119.5665902)"
1398,馬公市重慶里,"880, Taiwan, 澎湖縣馬公市重慶里","(23.5655846, 119.5676774)"
1399,馬公市朝陽里,"880, Taiwan, 澎湖縣馬公市朝陽里","(23.5743691, 119.578911)"
1400,馬公市光華里,"880, Taiwan, 澎湖縣馬公市光華里","(23.5581574, 119.6049987)"
1401,馬公市石泉里,"880, Taiwan, 澎湖縣馬公市石泉里","(23.5578748, 119.5934048)"
1402,馬公市菜園里,"880, Taiwan, 澎湖縣馬公市菜園里","(23.5533698, 119.6021003)"
1403,馬公市安宅里,"880, Taiwan, 澎湖縣馬公市安宅里","(23.5753756, 119.6064479)"
1404,馬公市烏崁里,"880, Taiwan, 澎湖縣馬公市烏崁里","(23.550192, 119.6238368)"
1405,馬公市鐵線里,"880, Taiwan, 澎湖縣馬公市鐵線里","(23.5345012, 119.6021003)"
1406,馬公市山水里,"880, Taiwan, 澎湖縣馬公市山水里","(23.5168372, 119.5963033)"
1407,馬公市鎖港里,"880, Taiwan, 澎湖縣馬公市鎖港里","(23.5226726, 119.6006511)"
1408,馬公市五德里,"880, Taiwan, 澎湖縣馬公市五德里","(23.5267315, 119.5876075)"
1409,馬公市風櫃里,"880, Taiwan, 澎湖縣馬公市風櫃里","(23.5432499, 119.5470197)"
1410,馬公市虎井里,"880, Taiwan, 澎湖縣馬公市虎井里","(23.4908255, 119.5267215)"
1411,馬公市桶盤里,"Tongpan, Magong City, Penghu County, Taiwan 880","(23.5106824, 119.5187464)"
1412,湖西鄉湖西村,"885, Taiwan, 澎湖縣湖西鄉湖西村","(23.5823171, 119.6571596)"
1413,湖西鄉湖東村,"885, Taiwan, 澎湖縣湖西鄉湖東村","(23.5768459, 119.6607812)"
1414,湖西鄉青螺村,"885, Taiwan, 澎湖縣湖西鄉青螺村","(23.5996935, 119.6513649)"
1415,湖西鄉白坑村,"885, Taiwan, 澎湖縣湖西鄉白坑村","(23.5957889, 119.6571596)"
1416,湖西鄉南寮村,"885, Taiwan, 澎湖縣湖西鄉南寮村","(23.5852855, 119.6687483)"
1417,湖西鄉北寮村,"885, Taiwan, 澎湖縣湖西鄉北寮村","(23.5954567, 119.6716454)"
1418,湖西鄉紅羅村,"885, Taiwan, 澎湖縣湖西鄉紅羅村","(23.5884757, 119.6470187)"
1419,湖西鄉西溪村,"885, Taiwan, 澎湖縣湖西鄉西溪村","(23.5801154, 119.6354282)"
1420,湖西鄉成功村,"885, Taiwan, 澎湖縣湖西鄉成功村","(23.5767011, 119.6194898)"
1421,湖西鄉東石村,"885, Taiwan, 澎湖縣湖西鄉東石村","(23.5839616, 119.6202143)"
1422,湖西鄉中西村,"885, Taiwan, 澎湖縣湖西鄉中西村","(23.6027699, 119.6107953)"
1423,湖西鄉潭邊村,"885, Taiwan, 澎湖縣湖西鄉潭邊村","(23.5946843, 119.6107953)"
1424,湖西鄉鼎灣村,"885, Taiwan, 澎湖縣湖西鄉鼎灣村","(23.5907808, 119.6165917)"
1425,湖西鄉許家村,"885, Taiwan, 澎湖縣湖西鄉許家村","(23.5865986, 119.6107953)"
1426,湖西鄉沙港村,"885, Taiwan, 澎湖縣湖西鄉沙港村","(23.6003522, 119.6223878)"
1427,湖西鄉太武村,"885, Taiwan, 澎湖縣湖西鄉太武村","(23.5721939, 119.6281837)"
1428,湖西鄉隘門村,"885, Taiwan, 澎湖縣湖西鄉隘門村","(23.5585568, 119.6354282)"
1429,湖西鄉林投村,"885, Taiwan, 澎湖縣湖西鄉林投村","(23.566919, 119.6470187)"
1430,湖西鄉菓葉村,"885, Taiwan, 澎湖縣湖西鄉菓葉村","(23.5770373, 119.6759908)"
1431,白沙鄉中屯村,"884, Taiwan, 澎湖縣白沙鄉中屯村","(23.6141552, 119.607897)"
1432,白沙鄉講美村,"884, Taiwan, 澎湖縣白沙鄉講美村","(23.6321406, 119.5992019)"
1433,白沙鄉城前村,"884, Taiwan, 澎湖縣白沙鄉城前村","(23.6273545, 119.5963033)"
1434,白沙鄉鎮海村,"884, Taiwan, 澎湖縣白沙鄉鎮海村","(23.6435268, 119.5963033)"
1435,白沙鄉岐頭村,"884, Taiwan, 澎湖縣白沙鄉岐頭村","(23.6518876, 119.607897)"
1436,白沙鄉小赤村,"884, Taiwan, 澎湖縣白沙鄉小赤村","(23.6570035, 119.5963033)"
1437,白沙鄉赤崁村,"884, Taiwan, 澎湖縣白沙鄉赤崁村","(23.6671794, 119.5992019)"
1438,白沙鄉鳥嶼村,"884, Taiwan, 澎湖縣白沙鄉鳥嶼村","(23.6638013, 119.6636784)"
1439,白沙鄉大倉村,"884, Taiwan, 澎湖縣白沙鄉大倉村","(23.6190927, 119.5680398)"
1440,西嶼鄉大池村,"881, Taiwan, 澎湖縣西嶼鄉大池村","(23.6228457, 119.5078705)"
1441,西嶼鄉二崁村,"881, Taiwan, 澎湖縣西嶼鄉二崁村","(23.6026038, 119.5209214)"
1442,望安鄉東安村,"882, Taiwan, 澎湖縣望安鄉東安村","(23.3574518, 119.5064204)"
1443,望安鄉西安村,"882, Taiwan, 澎湖縣望安鄉西安村","(23.3598411, 119.4948185)"
1444,望安鄉中社村,"882, Taiwan, 澎湖縣望安鄉中社村","(23.3704878, 119.5020698)"
1445,望安鄉水垵村,"Wang-an, Wang’an Township, Penghu County, Taiwan 882","(23.3833333, 119.5)"
1446,望安鄉將軍村,"882, Taiwan, 澎湖縣望安鄉將軍村","(23.3682564, 119.5325212)"
1447,望安鄉東坪村,"882, Taiwan, 澎湖縣望安鄉東坪村","(23.2590699, 119.5158462)"
1448,望安鄉西坪村,"882, Taiwan, 澎湖縣望安鄉西坪村","(23.2716481, 119.5071455)"
1449,望安鄉東吉村,"882, Taiwan, 澎湖縣望安鄉東吉村","(23.2511637, 119.6687483)"
1450,望安鄉花嶼村,"882, Taiwan, 澎湖縣望安鄉花嶼村","(23.4036937, 119.3206786)"
1451,七美鄉東湖村,"883, Taiwan, 澎湖縣七美鄉東湖村","(23.2162802, 119.4382459)"
1452,七美鄉西湖村,"Qimei Township, Penghu County, Taiwan 883","(23.2087756, 119.4353441)"
1453,七美鄉中和村,"Qimei, Qimei Township, Penghu County, Taiwan 883","(23.208056, 119.428611)"
1454,七美鄉平和村,"883, Taiwan, 澎湖縣七美鄉平和村","(23.2112797, 119.4164813)"
1455,七美鄉海豐村,"883, Taiwan, 澎湖縣七美鄉海豐村","(23.2022258, 119.424462)"
1456,七美鄉南港村,"883, Taiwan, 澎湖縣七美鄉南港村","(23.1960038, 119.4251875)"
1457,桃園區龍壽里,"330, Taiwan, 桃園市桃園區龍壽里","(24.9851162, 121.2697897)"
1458,八德區茄明里,"334, Taiwan, 桃園市八德區茄明里","(24.9822896, 121.279088)"
1459,八德區永豐里,"334, Taiwan, 桃園市八德區永豐里","(24.9685037, 121.2726508)"
1460,桃園區龍鳳里,"330, Taiwan, 桃園市桃園區龍鳳里","(24.987605, 121.279088)"
1461,桃園區中泰里,"330, Taiwan, 桃園市桃園區中泰里","(24.9846124, 121.2862401)"
1462,桃園區中德里,"330, Taiwan, 桃園市桃園區中德里","(24.976805, 121.2883857)"
1463,左營區進學里,"813, Taiwan, 高雄市左營區進學里","(22.6916825, 120.2952571)"
1464,左營區尾西里,"813, Taiwan, 高雄市左營區尾西里","(22.6897092, 120.2934547)"
1465,左營區頂北里,"813, Taiwan, 高雄市左營區頂北里","(22.6878464, 120.2927338)"
1466,左營區中北里,"813, Taiwan, 高雄市左營區中北里","(22.6862246, 120.2932745)"
1467,左營區中南里,"813, Taiwan, 高雄市左營區中南里","(22.6848632, 120.2941757)"
1468,左營區廟東里,"813, Taiwan, 高雄市左營區廟東里","(22.6868758, 120.2941757)"
1469,左營區廟北里,"813, Taiwan, 高雄市左營區廟北里","(22.6872469, 120.2956176)"
1470,左營區尾南里,"813, Taiwan, 高雄市左營區尾南里","(22.6886992, 120.2966989)"
1471,左營區屏山里,"813, Taiwan, 高雄市左營區屏山里","(22.6931665, 120.3010244)"
1472,左營區頂西里,"813, Taiwan, 高雄市左營區頂西里","(22.6862834, 120.2905709)"
1473,八德區白鷺里,"334, Taiwan, 桃園市八德區白鷺里","(24.9595333, 121.2712203)"
1474,左營區聖后里,"813, Taiwan, 高雄市左營區聖后里","(22.6846419, 120.2920129)"
1475,左營區聖西里,"813, Taiwan, 高雄市左營區聖西里","(22.68345, 120.2912919)"
1476,左營區聖南里,"813, Taiwan, 高雄市左營區聖南里","(22.6842154, 120.2900302)"
1477,左營區城南里,"813, Taiwan, 高雄市左營區城南里","(22.6826131, 120.2896697)"
1478,左營區路東里,"813, Taiwan, 高雄市左營區路東里","(22.6847203, 120.2884081)"
1479,左營區廍北里,"813, Taiwan, 高雄市左營區廍北里","(22.6861923, 120.2885883)"
1480,左營區廍南里,"813, Taiwan, 高雄市左營區廍南里","(22.6836781, 120.2869661)"
1481,左營區埤西里,"813, Taiwan, 高雄市左營區埤西里","(22.6811052, 120.2880476)"
1482,左營區埤北里,"813, Taiwan, 高雄市左營區埤北里","(22.6790534, 120.28985)"
1483,左營區埤東里,"813, Taiwan, 高雄市左營區埤東里","(22.6775227, 120.2923733)"
1484,左營區果惠里,"813, Taiwan, 高雄市左營區果惠里","(22.6702405, 120.2878673)"
1485,左營區新光里,"813, Taiwan, 高雄市左營區新光里","(22.6783295, 120.3046289)"
1486,楠梓區東寧里,"811, Taiwan, 高雄市楠梓區東寧里","(22.7325542, 120.327695)"
1487,楠梓區享平里,"811, Taiwan, 高雄市楠梓區享平里","(22.7290504, 120.3284158)"
1488,楠梓區惠楠里,"811, Taiwan, 高雄市楠梓區惠楠里","(22.7278995, 120.3258931)"
1489,三民區十全里,"807, Taiwan, 高雄市三民區十全里","(22.6436793, 120.2938152)"
1490,三民區十美里,"807, Taiwan, 高雄市三民區十美里","(22.643491, 120.2963385)"
1491,三民區德北里,"807, Taiwan, 高雄市三民區德北里","(22.6409958, 120.2938152)"
1492,三民區立誠里,"807, Taiwan, 高雄市三民區立誠里","(22.6411791, 120.2977803)"
1493,三民區立業里,"807, Taiwan, 高雄市三民區立業里","(22.6404888, 120.2986815)"
1494,三民區博愛里,"807, Taiwan, 高雄市三民區博愛里","(22.6386344, 120.3100354)"
1495,三民區長明里,"807, Taiwan, 高雄市三民區長明里","(22.6386012, 120.3053498)"
1496,三民區鳳北里,"807, Taiwan, 高雄市三民區鳳北里","(22.638573, 120.2941757)"
1497,三民區豐裕里,"807, Taiwan, 高雄市三民區豐裕里","(22.6392101, 120.2894895)"
1498,三民區力行里,"807, Taiwan, 高雄市三民區力行里","(22.6393982, 120.2869661)"
1499,三民區鼎盛里,"807, Taiwan, 高雄市三民區鼎盛里","(22.6762937, 120.3240912)"
1500,三民區鼎強里,"807, Taiwan, 高雄市三民區鼎強里","(22.6709279, 120.3240912)"
1501,三民區德西里,"807, Taiwan, 高雄市三民區德西里","(22.6464403, 120.2902105)"
1502,三民區川東里,"807, Taiwan, 高雄市三民區川東里","(22.6444324, 120.2837217)"
1503,三民區裕民里,"807, Taiwan, 高雄市三民區裕民里","(22.6390265, 120.2855241)"
1504,三民區千秋里,"807, Taiwan, 高雄市三民區千秋里","(22.6367146, 120.2869661)"
1505,三民區千北里,"807, Taiwan, 高雄市三民區千北里","(22.6366375, 120.2905709)"
1506,三民區立德里,"807, Taiwan, 高雄市三民區立德里","(22.6338814, 120.2876871)"
1507,三民區千歲里,"807, Taiwan, 高雄市三民區千歲里","(22.6352957, 120.2905709)"
1508,三民區鳳南里,"807, Taiwan, 高雄市三民區鳳南里","(22.6355178, 120.2927338)"
1509,三民區興德里,"807, Taiwan, 高雄市三民區興德里","(22.6364107, 120.2948966)"
1510,三民區建東里,"807, Taiwan, 高雄市三民區建東里","(22.6387562, 120.2981408)"
1511,三民區港西里,"807, Taiwan, 高雄市三民區港西里","(22.6381576, 120.3010244)"
1512,三民區港東里,"807, Taiwan, 高雄市三民區港東里","(22.636999, 120.3049893)"
1513,三民區安康里,"807, Taiwan, 高雄市三民區安康里","(22.6389998, 120.3179645)"
1514,三民區安發里,"807, Taiwan, 高雄市三民區安發里","(22.639853, 120.3219289)"
1515,三民區寶盛里,"807, Taiwan, 高雄市三民區寶盛里","(22.6378342, 120.3284158)"
1516,三民區寶獅里,"807, Taiwan, 高雄市三民區寶獅里","(22.6366358, 120.3341816)"
1517,三民區寶民里,"807, Taiwan, 高雄市三民區寶民里","(22.6351375, 120.3413886)"
1518,三民區寶業里,"807, Taiwan, 高雄市三民區寶業里","(22.6396034, 120.3457126)"
1519,三民區本揚里,"807, Taiwan, 高雄市三民區本揚里","(22.6449684, 120.3457126)"
1520,三民區本上里,"807, Taiwan, 高雄市三民區本上里","(22.6448263, 120.3399473)"
1521,三民區本安里,"807, Taiwan, 高雄市三民區本安里","(22.6491501, 120.3385059)"
1522,三民區本元里,"807, Taiwan, 高雄市三民區本元里","(22.6527321, 120.3341816)"
1523,三民區本館里,"807, Taiwan, 高雄市三民區本館里","(22.6568351, 120.330578)"
1524,三民區鼎金里,"807, Taiwan, 高雄市三民區鼎金里","(22.6665247, 120.3291365)"
1525,三民區鼎力里,"807, Taiwan, 高雄市三民區鼎力里","(22.6691445, 120.3197665)"
1526,三民區鼎泰里,"807, Taiwan, 高雄市三民區鼎泰里","(22.6625156, 120.3161625)"
1527,三民區灣興里,"807, Taiwan, 高雄市三民區灣興里","(22.6523825, 120.3132792)"
1528,三民區安宜里,"807, Taiwan, 高雄市三民區安宜里","(22.6497893, 120.2966989)"
1529,三民區安泰里,"807, Taiwan, 高雄市三民區安泰里","(22.6494122, 120.3017453)"
1530,三民區安東里,"807, Taiwan, 高雄市三民區安東里","(22.6490349, 120.3067915)"
1531,八德區廣隆里,"334, Taiwan, 桃園市八德區廣隆里","(24.96169, 121.2876705)"
1532,八德區大正里,"334, Taiwan, 桃園市八德區大正里","(24.9709875, 121.2991128)"
1533,八德區大宏里,"334, Taiwan, 桃園市八德區大宏里","(24.9646767, 121.2976826)"
1534,八德區大勇里,"334, Taiwan, 桃園市八德區大勇里","(24.9691584, 121.3041184)"
1535,八德區大強里,"334, Taiwan, 桃園市八德區大強里","(24.967827, 121.3098389)"
1536,桃園區福林里,"330, Taiwan, 桃園市桃園區福林里","(24.9784557, 121.3098389)"
1537,大湖鄉富興村,"364, Taiwan, 苗栗縣大湖鄉富興村","(24.4367468, 120.8671201)"
1538,大湖鄉大南村,"364, Taiwan, 苗栗縣大湖鄉大南村","(24.4076459, 120.9015642)"
1539,大湖鄉大寮村,"364, Taiwan, 苗栗縣大湖鄉大寮村","(24.4054562, 120.875732)"
1540,大湖鄉南湖村,"364, Taiwan, 苗栗縣大湖鄉南湖村","(24.4065741, 120.8470232)"
1541,大湖鄉義和村,"364, Taiwan, 苗栗縣大湖鄉義和村","(24.3859564, 120.8556366)"
1542,大湖鄉東興村,"364, Taiwan, 苗栗縣大湖鄉東興村","(24.3756304, 120.9015642)"
1543,大湖鄉武榮村,"364, Taiwan, 苗栗縣大湖鄉武榮村","(24.3653399, 120.8642493)"
1544,大湖鄉栗林村,"364, Taiwan, 苗栗縣大湖鄉栗林村","(24.3804378, 120.8326663)"
1545,八德區大仁里,"334, Taiwan, 桃園市八德區大仁里","(24.9696471, 121.321994)"
1546,中壢區青埔里,"320, Taiwan, 桃園市中壢區青埔里","(25.008715, 121.219709)"
1547,大園區橫峰里,"337, Taiwan, 桃園市大園區橫峰里","(25.0432793, 121.208259)"
1548,中壢區東興里,"320, Taiwan, 桃園市中壢區東興里","(24.9497231, 121.224718)"
1549,平鎮區北勢里,"324, Taiwan, 桃園市平鎮區北勢里","(24.9477277, 121.2218558)"
1550,中壢區龍安里,"320, Taiwan, 桃園市中壢區龍安里","(24.9327842, 121.2576292)"
1551,八德區龍友里,"334, Taiwan, 桃園市八德區龍友里","(24.9284646, 121.2590599)"
1552,八德區霄裡里,"334, Taiwan, 桃園市八德區霄裡里","(24.9233145, 121.2612059)"
1553,中壢區中堅里,"320, Taiwan, 桃園市中壢區中堅里","(24.9392646, 121.2612059)"
1554,大湖鄉新開村,"364, Taiwan, 苗栗縣大湖鄉新開村","(24.3535539, 120.8096918)"
1555,公館鄉館中村,"363, Taiwan, 苗栗縣公館鄉館中村","(24.4983418, 120.827641)"
